#name	coverage	shape	h_overflow	overlap	reading_order	dead_target	shape_n	reason	instrument
celeb.gate.cc	0.989733	0.757261	0	0	0	0	482		65801248
rpsc.rajasthan.gov.in	0.990161	0.977416	0	0	0	0	1107		65801248
aksesjambi.com	0.988479	0.351981	0	1	1	0	858		65801248
littlecaesarsbcs.libellum.com.mx	1.000000	0.935897	0	0	0	0	78		65801248
www.hdnails.it	0.972321	0.716253	1	1	1	0	1089		65801248
patrickmorin.com	0.985816	0.561151	0	0	1	0	139		65801248
www.otomoto.pl	0.967742	0.770476	0	1	1	0	1050		65801248
gismart.com	0.982517	0.839858	0	0	0	0	281		65801248
ofero.id	0.980296	0.000000	1	1	1	1	199		65801248
